,date,venue_name,new_venue,location,latitude,longitude
1321464,2016-09-09,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
1321752,2016-09-09,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
1321999,2016-09-09,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
1322313,2016-09-09,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
1322623,2016-09-09,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
1322916,2016-09-09,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
1323387,2016-09-09,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
1323733,2016-09-09,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
1323994,2016-09-10,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
1324333,2016-09-10,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
1324607,2016-09-10,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
1324884,2016-09-10,PNC Park,PNC Park,"PNC Park, Federal Street, North Shore, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States",40.4469258,-80.00560626612204
1325221,2016-09-10,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
1325551,2016-09-10,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
1325813,2016-09-10,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
1326123,2016-09-10,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
1326399,2016-09-10,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
1326644,2016-09-10,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
1326943,2016-09-10,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
1327215,2016-09-10,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
1327538,2016-09-10,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
1327845,2016-09-10,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
1328078,2016-09-10,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
1328392,2016-09-11,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
1328708,2016-09-11,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
1329045,2016-09-11,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
1329336,2016-09-11,PNC Park,PNC Park,"PNC Park, Federal Street, North Shore, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States",40.4469258,-80.00560626612204
1329611,2016-09-11,Target Field,Target Field,"Target Field, 1, Twins Way, Minneapolis, Hennepin County, Minnesota, 55403, United States",44.9817039,-93.27784575955167
1329943,2016-09-11,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
1330210,2016-09-11,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
1330497,2016-09-11,Marlins Park,Marlins Park,"Marlins Park, Northwest 15th Avenue, Miami, Miami-Dade County, Florida, 33125, United States",25.778247399999998,-80.21980500744203
1330734,2016-09-11,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
1330994,2016-09-11,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
1331265,2016-09-11,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
1331519,2016-09-11,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
1331809,2016-09-11,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
1332105,2016-09-11,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
1332384,2016-09-11,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
1332624,2016-09-12,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
1332880,2016-09-12,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
1333122,2016-09-12,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
1333442,2016-09-12,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
1333773,2016-09-12,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
1334093,2016-09-12,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
1334424,2016-09-12,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
1334693,2016-09-12,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
1335000,2016-09-12,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
1335291,2016-09-12,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
1335637,2016-09-12,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
1335954,2016-09-12,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
1336215,2016-09-12,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
1336520,2016-09-12,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
1336747,2016-09-12,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
1337102,2016-09-13,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
1337410,2016-09-13,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
1337693,2016-09-13,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
1337941,2016-09-13,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
1338278,2016-09-13,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
1338552,2016-09-13,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
1338850,2016-09-13,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
1339104,2016-09-13,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
1339386,2016-09-13,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
1339691,2016-09-13,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
1339969,2016-09-13,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
1340262,2016-09-13,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
1340558,2016-09-13,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
1340825,2016-09-13,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
1341136,2016-09-13,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
1341375,2016-09-14,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
1341636,2016-09-14,Busch Stadium,Busch Stadium,"Busch Stadium, I 64;US 40, Downtown, City of Saint Louis, Missouri, 63102-1102, United States",38.6225538,-90.19392193458768
1341914,2016-09-14,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
1342181,2016-09-14,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
1342547,2016-09-14,Yankee Stadium,Yankee Stadium,"Yankee Stadium, 1, East 161st Street, The Bronx, Bronx County, New York, 10451, United States",40.82958275,-73.92652118491901
1342830,2016-09-14,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
1343109,2016-09-14,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
1343405,2016-09-14,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
1343685,2016-09-14,Nationals Park,Nationals Park,"Nationals Park, 1500, South Capitol Street Southeast, Washington, District of Columbia, 20590, United States",38.87274095,-77.00838588569519
1343916,2016-09-14,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
1344235,2016-09-14,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
1344501,2016-09-14,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
1344763,2016-09-14,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
1345004,2016-09-14,Rogers Centre,Rogers Centre,"Rogers Centre, 1, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J1, Canada",43.6416641,-79.38919882366382
1345311,2016-09-14,Minute Maid Park,Minute Maid Park,"Minute Maid Park, 501, Crawford Street, Houston, Harris County, Texas, 77004, United States",29.75723205,-95.35523391491142
1345616,2016-09-15,U.S. Cellular Field,Guaranteed Rate Field,"Guaranteed Rate Field, 333, West 35th Street, Armour Square, Chicago, Cook County, Illinois, 60616, United States",41.8300162,-87.63256264837347
1345933,2016-09-15,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
1346195,2016-09-15,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
1346492,2016-09-15,Comerica Park,Comerica Park,"Comerica Park, East Montcalm Street, Greektown, Midtown, Detroit, Wayne County, Michigan, 48201, United States",42.33915895,-83.0496248178274
1346791,2016-09-15,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
1347111,2016-09-15,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
1347440,2016-09-15,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
1347736,2016-09-15,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
1347975,2016-09-15,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
1348298,2016-09-15,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
1348609,2016-09-16,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
1348901,2016-09-16,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
1349215,2016-09-16,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
1349511,2016-09-16,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
1349829,2016-09-16,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
1350252,2016-09-16,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
1350534,2016-09-16,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
1350795,2016-09-16,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
1351068,2016-09-16,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
1351353,2016-09-16,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
1351708,2016-09-16,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
1352028,2016-09-16,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
1352313,2016-09-16,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
1352588,2016-09-16,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
1352889,2016-09-16,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
1353182,2016-09-17,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
1353428,2016-09-17,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
1353760,2016-09-17,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
1354020,2016-09-17,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
1354304,2016-09-17,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
1354554,2016-09-17,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
1354859,2016-09-17,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
1355263,2016-09-17,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
1355566,2016-09-17,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
1355844,2016-09-17,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
1356525,2016-09-17,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
1356791,2016-09-17,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
1357061,2016-09-17,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
1357332,2016-09-17,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
1357611,2016-09-17,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
1357939,2016-09-18,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
1358205,2016-09-18,Progressive Field,Progressive Field,"Progressive Field, 2401, Ontario Street, East 4th Street, Playhouse Square, Cleveland, Cuyahoga County, Ohio, 44115, United States",41.4960144,-81.6842002221565
1358511,2016-09-18,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
1358776,2016-09-18,Chase Field,Chase Field,"Chase Field, South 7th Street, Phoenix, Maricopa County, Arizona, 85004, United States",33.44548555,-112.06669283293144
1359191,2016-09-18,Citizens Bank Park,Citizens Bank Park,"Citizens Bank Park, Pattison Avenue, South Philadelphia Sports Complex, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19145, United States",39.905885749999996,-75.16541101747245
1359497,2016-09-18,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
1359761,2016-09-18,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
1360027,2016-09-18,Fenway Park,Fenway Park,"Fenway Park, 4, Jersey Street, Audubon Square, Boston, Suffolk County, Massachusetts, 02115, United States",42.3464621,-71.0971002033302
1360321,2016-09-18,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
1360615,2016-09-18,Great American Ball Park,Great American Ball Park,"Great American Ball Park, Broadway Street, Lytle Park Historic District, Cincinnati, Hamilton County, Ohio, 45202-2209, United States",39.097248449999995,-84.50662325533993
1360901,2016-09-18,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
1361207,2016-09-18,AT&T Park,Oracle Park,"Oracle Park, 24, Willie Mays Plaza, South Beach, San Francisco, San Francisco City and County, California, 94107, United States",37.7786119,-122.39026745425639
1361438,2016-09-18,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
1361731,2016-09-18,Angel Stadium of Anaheim,Angel Stadium of Anaheim,"Angel Stadium of Anaheim, South Douglass Road, Anaheim, Orange County, California, 92806, United States",33.8002599,-117.88174262759796
1362022,2016-09-18,Turner Field,Turner Field,"Center Parc Stadium, 755, Hank Aaron Drive Southeast, Summerhill, Atlanta, Fulton County, Georgia, 30315, United States",33.735526699999994,-84.3886513344851
1362261,2016-09-19,Globe Life Park in Arlington,Globe Life Park in Arlington,"Globe Life Park in Arlington, 1000, Ballpark Way, Arlington, Tarrant County, Texas, 76011, United States",32.7513904,-97.08347649984134
1362520,2016-09-19,Petco Park,Petco Park,"Petco Park, 100, Park Boulevard, Gaslamp Quarter, San Diego, San Diego County, California, 92101, United States",32.70718815,-117.15687745290565
1362788,2016-09-19,Citi Field,Citi Field,"Citi Field, 41, Seaver Way, Queens, Queens County, New York, 11368, United States",40.757277849999994,-73.84587884942417
1363119,2016-09-19,Oriole Park at Camden Yards,Oriole Park at Camden Yards,"Oriole Park at Camden Yards, 555, Russell Street, Ridgely's Delight, Baltimore, Maryland, 21230, United States",39.283982300000005,-76.62249149865416
1363360,2016-09-19,Kauffman Stadium,Kauffman Stadium,"Kauffman Stadium, Red Coat Drive, Kansas City, Jackson County, Missouri, 64129, United States",39.05144525,-94.48047131020274
1363618,2016-09-19,Wrigley Field,Wrigley Field,"Wrigley Field, 1060, West Addison Street, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.9481225,-87.6563513145702
1363878,2016-09-19,Oakland Coliseum,RingCentral Coliseum,"RingCentral Coliseum, 7000, Coliseum Way, Oakland-Alameda County Coliseum Complex, Oakland, Alameda County, California, 94621, United States",37.751675000000006,-122.19937132239198
1364131,2016-09-19,Dodger Stadium,Dodger Stadium,"Dodger Stadium, 1000, Vin Scully Avenue, Elysian Park, Los Angeles, Los Angeles County, California, 90012, United States",34.074552350000005,-118.2400480577922
1364384,2016-09-19,Coors Field,Coors Field,"Coors Field, 2001, Blake Street, Five Points, Denver, Denver County, Colorado, 80205, United States",39.7560314,-104.99292855531493
1364670,2016-09-19,Safeco Field,Safeco Field,"T-Mobile Park, 3rd Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5914138,-122.33202253168486
